event_type,event_coordsys,hpc_x,hpc_y,hgc_x,hgc_y,start_time,end_time,frm_name,obs_observatory,obs_instrument,kb_archivid,HER event summary
FL,UTC-HGS-TOPO,16.00068,-223.218,34.493617,-20,2011-02-14T04:29:00,2011-02-14T05:09:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172633_20110214042900,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172633_20110214042900
FL,UTC-HGS-TOPO,-470.1804,486.3882,165.03548999999998,24,2011-03-01T02:30:00,2011-03-01T04:40:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172907_20110301023000,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172907_20110301023000
FL,UTC-HGS-TOPO,0.0,-66.6528,-80.51257,0,2010-11-05T12:43:00,2010-11-05T14:06:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20101105_163615_20101105124300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20101105_163615_20101105124300
FL,UTC-HGS-TOPO,328.35900000000004,-229.1394,33.086729999999996,-20,2011-02-15T19:30:00,2011-02-15T20:53:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172647_20110215193000,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172647_20110215193000
FL,UTC-HGS-TOPO,0.0,-90.0402,28.028327,0,2011-07-28T02:19:00,2011-07-28T02:29:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162923_20110728021900,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162923_20110728021900
FL,UTC-HGS-TOPO,0.0,122.5374,116.62006000000001,0,2011-03-07T05:00:00,2011-03-07T05:19:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173014_20110307050000,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173014_20110307050000
FL,UTC-HGS-TOPO,-754.2,250.7436,163.50653,16,2011-06-16T10:13:00,2011-06-16T10:29:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162732_20110616101300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162732_20110616101300
FL,UTC-HGS-TOPO,0.0,122.454,100.37919000000001,0,2011-03-08T10:35:00,2011-03-08T10:55:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173034_20110308103500,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173034_20110308103500
FL,UTC-HGS-TOPO,889.308,-304.4136,-166.92622,-20,2011-03-07T07:49:00,2011-03-07T07:56:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173017_20110307074900,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173017_20110307074900
FL,UTC-HGS-TOPO,683.628,373.4892,64.416166,18,2011-03-14T19:30:00,2011-03-14T19:54:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173140_20110314193000,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173140_20110314193000
FL,UTC-HGS-TOPO,0.0,122.4786,104.20387,0,2011-03-08T03:37:00,2011-03-08T04:20:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173031_20110308033700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173031_20110308033700
FL,UTC-HGS-TOPO,426.1206,279.6876,-21.49454,12,2011-04-16T00:34:00,2011-04-16T01:08:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173357_20110416003400,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173357_20110416003400
FL,UTC-HGS-TOPO,0.0,122.4972,107.42461999999999,0,2011-03-07T21:45:00,2011-03-07T21:55:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173027_20110307214500,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173027_20110307214500
FL,UTC-HGS-TOPO,0.0,118.0722,-24.921860000000002,0,2011-02-18T14:57:00,2011-02-18T15:09:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172722_20110218145700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172722_20110218145700
FL,UTC-HGS-TOPO,-763.326,-362.835,35.973597,-23,2011-05-29T11:36:00,2011-05-29T11:42:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162706_20110529113600,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162706_20110529113600
FL,UTC-HGS-TOPO,-541.0848,-197.7342,-169.54038,-16,2011-04-22T11:07:00,2011-04-22T11:37:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173433_20110422110700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173433_20110422110700
FL,UTC-HGS-TOPO,567.2886,181.8804,86.98345,5,2011-03-12T04:33:00,2011-03-12T04:48:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173114_20110312043300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173114_20110312043300
FL,UTC-HGS-TOPO,0.0,17.80806,102.32167,0,2011-05-29T01:54:00,2011-05-29T02:03:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162703_20110529015400,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162703_20110529015400
FL,UTC-HGS-TOPO,0.0,116.667,4.6613924,0,2011-02-16T09:02:00,2011-02-16T09:19:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172655_20110216090200,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172655_20110216090200
FL,UTC-HGS-TOPO,0.0,20.56308,120.66268000000001,0,2011-05-27T16:38:00,2011-05-27T16:47:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162654_20110527163800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162654_20110527163800
FL,UTC-HGS-TOPO,0.0,122.5128,110.53555,0,2011-03-07T16:05:00,2011-03-07T16:12:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173023_20110307160500,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173023_20110307160500
FL,UTC-HGS-TOPO,642.276,481.8228,161.98228999999998,25,2011-03-07T07:59:00,2011-03-07T08:15:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173018_20110307075900,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173018_20110307075900
FL,UTC-HGS-TOPO,0.0,15.584879999999998,115.71918000000001,0,2010-12-15T06:27:00,2010-12-15T06:50:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20101215_093603_20101215062700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20101215_093603_20101215062700
FL,UTC-HGS-TOPO,-339.0636,450.4338,59.456379000000005,21,2011-03-09T21:03:00,2011-03-09T21:22:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173049_20110309210300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173049_20110309210300
FL,UTC-HGS-TOPO,0.0,121.9932,-155.35384,0,2011-02-28T12:38:00,2011-02-28T13:03:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172901_20110228123800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172901_20110228123800
FL,UTC-HGS-TOPO,0.0,117.9492,-22.16009,0,2011-02-18T09:55:00,2011-02-18T10:15:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172717_20110218095500,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172717_20110218095500
FL,UTC-HGS-TOPO,79.8954,-223.122,30.318649,-20,2011-02-14T19:23:00,2011-02-14T19:36:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172639_20110214192300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172639_20110214192300
FL,UTC-HGS-TOPO,176.7978,409.3824,-23.27721,18,2011-02-19T08:00:00,2011-02-19T08:12:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172733_20110219080000,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172733_20110219080000
FL,UTC-HGS-TOPO,-63.9588,-223.8318,35.537921000000004,-20,2011-02-13T17:28:00,2011-02-13T17:47:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172628_20110213172800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172628_20110213172800
FL,UTC-HGS-TOPO,67.1832,238.446,92.41073399999999,7,2011-03-09T08:23:00,2011-03-09T09:06:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173043_20110309082300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173043_20110309082300
FL,UTC-HGS-TOPO,0.0,122.2218,75.965988,0,2011-03-10T07:03:00,2011-03-10T07:15:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173054_20110310070300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173054_20110310070300
FL,UTC-HGS-TOPO,0.0,117.8826,-20.67861,0,2011-02-18T07:13:00,2011-02-18T07:38:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172715_20110218071300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172715_20110218071300
FL,UTC-HGS-TOPO,885.18,315.3462,173.03045,17,2011-02-09T01:23:00,2011-02-09T01:35:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172551_20110209012300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172551_20110209012300
FL,UTC-HGS-TOPO,691.788,348.2532,102.652958,22,2010-06-12T09:02:00,2010-06-12T09:22:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20100623_062725_20100612090200,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20100623_062725_20100612090200
FL,UTC-HGS-TOPO,498.7404,-238.887,34.140732,-20,2011-02-16T15:27:00,2011-02-16T15:37:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172659_20110216152700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172659_20110216152700
FL,UTC-HGS-TOPO,0.0,116.6262,5.4569678,0,2011-02-16T07:35:00,2011-02-16T07:55:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172654_20110216073500,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172654_20110216073500
FL,UTC-HGS-TOPO,-882.558,-345.57599999999996,-149.25151,-20,2010-11-04T23:30:00,2010-11-05T00:12:00,SEC standard,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20101105_043605_20101104233000,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20101105_043605_20101104233000
FL,UTC-HGS-TOPO,0.0,122.3448,87.202884,0,2011-03-09T10:35:00,2011-03-09T11:21:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173044_20110309103500,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173044_20110309103500
FL,UTC-HGS-TOPO,0.0,122.4738,103.40783,0,2011-03-08T05:04:00,2011-03-08T05:12:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173032_20110308050400,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173032_20110308050400
FL,UTC-HGS-TOPO,-835.6560000000001,-287.0172,24.241144,-18,2011-05-29T20:11:00,2011-05-29T21:48:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162706_20110529201100,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162706_20110529201100
FL,UTC-HGS-TOPO,0.0,118.0242,-23.84275,0,2011-02-18T12:59:00,2011-02-18T13:06:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172720_20110218125900,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172720_20110218125900
FL,UTC-HGS-TOPO,715.5,-339.795,34.80936,-21,2011-06-07T06:16:00,2011-06-07T06:59:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162719_20110607061600,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162719_20110607061600
FL,UTC-HGS-TOPO,0.0,122.4234,96.2342,0,2011-03-08T18:08:00,2011-03-08T18:41:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173035_20110308180800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173035_20110308180800
FL,UTC-HGS-TOPO,100.1688,270.7092,91.720515,9,2011-03-09T13:17:00,2011-03-09T14:13:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173045_20110309131700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173045_20110309131700
